depth,SUM FriendsCount,AVG FriendsCount,AVG WordCount,SUM WordCount,AVG CharCount,AVG HashTag,SUM HashTag,Ratio HashTag,SUM Url,AVG Url,RATIO Url,SUM Mention,AVG Mention,Ratio Mention,AVG Statues,AVG Listed,AVG Follower,AVG followers/friend,AVG favorite,Tweets Count,Ratio Verified,SUM Verified,SUM RT,AVG RT,AVG AccAge,thread_time,AVG Emoji,RATIO Emoji,Ratio Media,RATIO Question,RATIO Exclaim,RATIO Period,AVG FPP,AVG SPP,AVG TPP,AVG Skepticism,Ratio Skepticism
1,3.131297796597623,0.0,0.0,1.380211241711606,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6020599913279624,0.6020599913279624,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1,2.9885589568786157,0.0,0.0,1.2041199826559248,0.0,0.0,1,1.0,1,0.0,1.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.47712125471966244,0.47712125471966244,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.7427251313046983,0.0,0.0,1.2787536009528289,0.0,0.0,1,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.47712125471966244,0.47712125471966244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3,3.2986347831244354,2.5341155368867256,6.216108107168021,1.462397997898956,1.6818986027092075,0.7999999999999999,3,0.4,0,0.0,0.0,5,1.0954451150103321,0.6,4.3294999920622175,1.0953178181588785,2.6623627524335016,0.2052371576485989,3.090070352038374,0.6989700043360189,0.0,0,0.0,0.0,2.946333957557399,3.4625477288026643,0.0,0.0,0.2,0.0,0.0,0.6,0.4000000000000001,0.0,0.0,2.4819347291981715,0.6
1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.9885589568786157,0.0,0.0,1.0791812460476249,0.0,0.0,0,0.0,1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.7781512503836436,0.7781512503836436,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2,2.863322860120456,2.070037866607755,0.5,1.414973347970818,0.3979400086720376,0.5,1,0.5,0,0.0,0.0,13,0.5,1.0,4.04641711698399,1.3521825181113625,3.036828433377113,0.5044034440751316,0.8129133566428556,0.3010299956639812,0.0,0,0.6020599913279624,0.3979400086720376,2.5359267413955693,3.162862993321926,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,1.0
1,2.890421018800914,0.0,0.0,1.2304489213782739,0.0,0.0,2,1.0,1,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.47712125471966244,0.47712125471966244,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,1.8573324964312685,0.0,0.0,1.1760912590556813,0.0,0.0,3,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.47712125471966244,0.47712125471966244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2,3.144885418287142,2.707144188342445,3.0,1.4913616938342726,1.3222192947339193,1.0,2,0.5,0,0.0,0.0,1,0.5,0.5,3.40226138245468,1.7442929831226763,3.921140013017784,1.6684725320554632,3.000650953629595,0.3010299956639812,0.5,1,0.9030899869919435,0.6532125137753437,2.997386384397313,2.3710678622717363,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,1.5,0.5
2,2.3201462861110542,1.6020599913279623,2.5,1.6812412373755872,0.9542425094393249,0.0,0,0.0,0,0.0,0.0,1,0.5,0.5,3.382107135819026,1.1613680022349748,2.9633155113861114,0.8463976753439387,2.4878451201114355,0.3010299956639812,0.0,0,0.47712125471966244,0.3010299956639812,2.173186268412274,3.491081413423187,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,0.5,2.0,1.0
3,3.7963661549775214,2.865555059839255,5.946427498927402,1.8750612633917,1.5330139416440265,0.0,0,0.0,0,0.0,0.0,5,0.6324555320336759,0.8,3.9207330387000976,2.028498213767308,4.163974388795426,1.070955309727324,3.5136634739554555,0.6989700043360189,0.0,0,1.0791812460476249,0.505149978319906,2.224238859950234,3.187520720836463,0.0,0.0,0.0,0.0,0.0,0.8,0.7999999999999999,0.4,0.48989794855663565,1.019803902718557,1.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4.512604359146832,4.106547844666925,0.5,1.4771212547196624,0.8450980400142568,0.0,0,0.0,0,0.0,0.0,1,0.5,0.5,4.336889812594036,1.146128035678238,4.131313845616745,0.23619812048084673,4.036748629172203,0.3010299956639812,0.0,0,0.7781512503836436,0.5440680443502757,2.660865478003869,2.749736315569061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,3.6097011023793995,2.785972851199634,8.73122986755016,1.7160033436347992,1.675732920146577,0.0,0,0.0,0,0.0,0.0,5,0.6959705453537527,0.5,3.3918825069021894,1.9123864840180522,3.799056722397778,1.0773616962058674,2.464513994268022,0.9030899869919435,0.125,1,0.0,0.0,2.9782510754658174,3.90151280912994,0.0,0.0,0.0,0.0,0.25,0.125,0.4330127018922193,0.33071891388307384,0.33071891388307384,1.2686114456365274,0.375
2,3.3038437748886547,2.996949248495381,2.0,1.5185139398778875,1.414973347970818,0.0,0,0.0,1,0.5,0.5,1,0.5,0.5,4.217339155253771,1.3010299956639813,3.143170993200178,2.1301208369999647,4.486557985431452,0.3010299956639812,0.0,0,0.8450980400142568,0.6020599913279624,2.0453229787866576,2.380211241711606,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,1.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2.9827233876685453,2.5854607295085006,6.8,1.255272505103306,1.5538830266438743,0.0,0,0.0,0,0.0,0.0,1,0.4000000000000001,0.2,3.503273033288787,0.7923916894982539,2.450557009418329,0.11157053387255972,3.0892690930461493,0.6989700043360189,0.0,0,0.0,0.0,2.913707913980483,3.3848907965305544,0.0,0.0,0.0,0.0,0.2,0.0,0.8000000000000002,0.0,0.4000000000000001,0.4000000000000001,0.2
3,2.6242820958356683,2.262131385442369,4.330127018922194,1.0413926851582251,1.5922335981199502,0.8660254037844386,2,0.25,0,0.0,0.0,1,0.4330127018922193,0.25,4.431346214290554,2.9791817243538397,4.693859770869264,2.074277420466491,0.874782677127434,0.6020599913279624,0.25,1,0.3010299956639812,0.09691001300805642,3.011854995581349,4.119882457984983,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.4330127018922193,0.0,2.165063509461097,0.25
2,3.4102709642521845,2.8294617305591814,4.025429372458677,1.4313637641589874,1.5818881538417997,0.0,0,0.0,1,0.34992710611188266,0.14285714285714285,4,0.4948716593053935,0.5714285714285714,4.2254936546402595,2.9545351050627575,4.72855660757019,2.7169378577317977,2.3253296566444894,0.8450980400142568,0.0,0,1.6812412373755872,0.8872957198087117,2.981980611062064,4.4593774078279145,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.34992710611188266,0.0,0.0,1.3850513878332367,0.2857142857142857
1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.7075701760979363,0.0,0.0,1.3010299956639813,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.1760912590556813,1.1760912590556813,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,3.296445794206396,0.0,0.0,1.1139433523068367,0.0,0.0,1,1.0,1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6989700043360189,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
2,2.651278013998144,2.351216345339342,2.5,0.7781512503836436,1.2304489213782739,0.0,0,0.0,0,0.0,0.0,1,0.5,0.5,1.711807229041191,0.17609125905568124,1.414973347970818,0.02363447550215128,0.47712125471966244,0.3010299956639812,0.0,0,0.0,0.0,2.383815365980431,1.6720978579357175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2.929929560084588,2.2176782320507096,7.994789970140971,1.7634279935629373,1.6860766176601263,0.7637626158259734,3,0.3333333333333333,1,0.372677996249965,0.16666666666666666,3,0.5,0.5,2.851718192618497,0.8616317273639909,2.266083831238775,0.42909859689880975,2.1268718188973237,0.7781512503836436,0.16666666666666666,1,1.2787536009528289,0.6020599913279624,2.7388488035827807,4.469350661182847,1.118033988749895,0.16666666666666666,0.0,0.0,0.16666666666666666,0.3333333333333333,1.49071198499986,0.0,0.7637626158259734,2.034425935955617,0.6666666666666666
1,2.037426497940624,0.0,0.0,1.255272505103306,0.0,0.0,2,1.0,1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7781512503836436,0.7781512503836436,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,2.617000341120899,0.0,0.0,1.0791812460476249,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.47712125471966244,0.47712125471966244,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,2.6344772701607315,2.230448921378274,7.5,1.414973347970818,1.7032913781186614,0.5,1,0.5,0,0.0,0.0,2,1.0,0.5,3.2780673308886628,0.7403626894942439,2.241795431295199,0.03501168123674274,2.9392695863387313,0.3010299956639812,0.0,0,0.9542425094393249,0.6989700043360189,2.9304395947667,3.1024337056813365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,2.964259630196849,2.526339277389844,3.0,1.5440680443502757,0.7403626894942439,1.0,2,0.5,1,0.5,0.5,1,0.5,0.5,4.437155774575988,2.5616975326539935,4.091086338152029,1.209037935767991,1.7032913781186614,0.3010299956639812,0.5,1,1.1139433523068367,0.8450980400142568,2.7785130117389247,3.7985815947285477,1.5,0.5,0.5,0.0,0.5,0.5,2.0,0.0,0.5,1.5,1.0
1,2.9885589568786157,0.0,0.0,1.3222192947339193,0.0,0.0,1,1.0,1,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.9030899869919435,0.9030899869919435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7,3.2942457161381182,2.5407321228470154,6.786424357167445,1.724275869600789,1.633925535385896,0.0,0,0.0,0,0.0,0.0,5,0.6400954789890506,0.3333333333333333,3.0560434850497935,0.5122953184477049,2.646233521640609,0.8546363667794232,2.7361691301900937,1.0791812460476249,0.0,0,0.8450980400142568,0.17609125905568124,2.7690998562713856,4.30395163394345,0.5527707983925666,0.08333333333333333,0.0,0.08333333333333333,0.0,0.16666666666666666,0.2763853991962833,0.2763853991962833,0.0,1.1426091000668408,0.4166666666666667
2,3.0394141191761372,1.8791009568509263,1.247219128924647,1.5563025007672873,1.4004186836163985,0.4714045207910317,2,0.6666666666666666,2,0.4714045207910317,0.6666666666666666,2,0.4714045207910317,0.6666666666666666,3.935872077276788,2.57081287110185,4.461877755305806,1.7960907516294948,2.141046190520712,0.47712125471966244,0.3333333333333333,1,0.7781512503836436,0.4259687322722812,2.655775801000087,2.1172712956557644,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.4714045207910317,0.4714045207910317,0.4714045207910317,1.0
7,3.579326203755255,2.4462427108577,7.689024239134638,1.9444826721501687,1.6346824106944025,0.24206145913796356,1,0.0625,0,0.0,0.0,9,0.7043392293490403,0.4375,3.9559142649418844,1.3294284115206105,2.787922329723821,0.3092938633436098,3.6724257806360368,1.2041199826559248,0.0,0,0.47712125471966244,0.05115252244738129,2.819247608986129,4.0339060370266875,0.0,0.0,0.0,0.125,0.0625,0.25,1.0532687216470449,0.0,0.9354143466934853,1.9525624189766635,0.375
1,2.1172712956557644,0.0,0.0,1.0413926851582251,0.0,0.0,1,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6989700043360189,0.6989700043360189,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,3.448087666692341,0.0,0.0,1.3424226808222062,0.0,0.0,0,0.0,1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.9030899869919435,0.9030899869919435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2,2.842609239610562,2.5422027824340283,1.0,0.47712125471966244,1.0413926851582251,0.0,0,0.0,0,0.0,0.0,1,0.5,0.5,3.6082585284982693,1.724275869600789,3.4984484031739997,0.742911539547336,2.663700925389648,0.3010299956639812,0.0,0,0.0,0.0,3.0435587469147327,2.4800069429571505,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5
2,3.3310221710418286,2.4638929889859074,4.0,1.4913616938342726,1.2041199826559248,0.0,2,1.0,0,0.0,0.0,3,0.5,1.0,4.382737265761331,2.265996370495079,3.999608958971417,0.9155277301379254,2.2000292665537704,0.3010299956639812,0.5,1,0.47712125471966244,0.3010299956639812,2.12057393120585,1.806179973983887,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,2.0,0.5
1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3.8787515201730023,3.2283216924428886,4.496912521077347,1.6989700043360187,1.283082930305112,0.0,0,0.0,0,0.0,0.0,4,0.9428090415820634,0.6666666666666666,3.3221557851857813,2.0538244658369176,3.5379713589979453,0.5065815342950115,2.169106382726437,0.47712125471966244,0.0,0,0.47712125471966244,0.22184874961635634,2.2668141994289415,2.9143431571194407,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.4714045207910317,0.0,0.0,0.816496580927726,1.0
