emoji_count,URLcount,has_media,Skepticism,MentionCount,FirstPersonPronoun,SecondPersonPronoun,ThirdPersonPronoun,test_auxiliary,test_tentat,test_certain,Numeral,char_count,word_count,HashTag,has_question,has_exclaim,has_period,capital_ratio,retweet_count,tweet_count,listed_count,friends_count,follower_count,followers/friend,favourites_count,account_age_days,verified
0,2,1,5,0,0,0,0,0,0,0,0,124,13,1,0,0,1,0.08870967741935484,339,123741,11727,1763,969090,549.6823596142938,1.5910646070276129,2264,1
0,2,1,5,0,0,0,0,0,0,0,0,140,16,1,0,0,1,0.14285714285714285,169,124269,11793,1763,974866,552.9585933068633,1.5910646070276129,2266,1
0,2,1,5,0,0,0,0,0,0,0,0,132,14,1,0,0,1,0.09848484848484848,150,48493,4098,337,130242,386.4747774480712,2.789580712164496,2122,1
0,2,1,4,1,0,0,0,1,0,0,1,139,17,1,0,0,1,0.17266187050359713,277,106974,24079,781,1408186,1803.055057618438,2.919078092376126,2344,1
0,1,0,3,0,0,0,0,0,0,0,0,92,11,1,0,0,1,0.13043478260869565,191,64646,8305,482,304117,630.948132780083,4.342945178152237e-11,1200,1
0,2,1,4,0,0,0,0,1,0,0,0,120,14,0,0,0,1,0.13333333333333333,494,123890,11762,1763,972105,551.3925127623369,1.5910646070276129,2265,1
0,1,0,3,1,0,0,0,0,0,0,1,87,12,1,0,0,1,0.21839080459770116,151,190250,44733,381,4734519,12426.55905511811,0.9542425094441503,2854,1
0,2,1,3,0,0,0,0,2,0,0,1,137,17,1,0,0,1,0.10218978102189781,1752,54369,102260,1038,15390255,14826.835260115608,2.9523080096621737,2889,1
0,1,0,5,0,0,0,0,0,0,0,0,129,18,0,0,0,1,0.06201550387596899,236,104615,84244,976,5586079,5723.441598360656,3.027757204690594,2840,1
0,1,0,5,0,0,0,0,0,0,0,1,125,19,2,0,0,1,0.104,121,144338,6523,380,1258564,3312.0105263157893,2.627365856592835,2849,1
0,1,0,5,0,0,0,0,0,0,0,0,136,16,1,0,0,1,0.11764705882352941,187,45149,24915,2892,2003147,692.6511065006915,2.6085260335773013,2486,1
0,1,0,3,0,0,0,0,0,0,0,1,92,13,0,0,0,1,0.18478260869565216,118,105018,13587,460,842441,1831.3934782608696,1.4149733479724882,1975,1
0,2,1,6,0,0,0,0,0,0,0,0,138,14,1,0,0,1,0.09420289855072464,271,190244,44724,381,4733924,12424.997375328085,0.9542425094441503,2854,1
0,1,1,4,1,0,0,0,0,0,0,0,123,15,2,0,0,1,0.17886178861788618,155,145014,148,511,4656,9.111545988258317,1.7993405494542711,2091,0
0,1,0,5,1,0,0,0,0,0,0,0,136,19,0,0,0,1,0.08823529411764706,176,89005,89499,509,7197413,14140.300589390963,1.2787536009551146,2797,1
0,1,0,4,0,0,0,0,1,0,0,1,125,19,0,0,0,1,0.056,1259,22818,102773,3,12935561,4311853.666666667,-10.0,2818,1
0,1,0,4,0,0,0,0,0,0,0,0,101,14,0,0,0,1,0.12871287128712872,164,163204,154885,961,14701576,15298.206035379813,3.1908917169221978,2869,1
0,1,0,4,0,0,0,0,0,0,0,1,119,17,1,0,0,1,0.07563025210084033,104,104619,84237,976,5584651,5721.978483606557,3.027757204690594,2839,1
0,1,0,5,0,0,0,0,0,0,0,0,138,16,1,0,0,1,0.057971014492753624,442,22800,102738,3,12927444,4309148.0,-10.0,2818,1
0,0,0,4,0,0,0,0,1,0,0,2,139,24,1,0,0,0,0.03597122302158273,258,27239,14573,6,1379332,229888.66666666666,-10.0,1892,1
0,0,0,3,0,0,0,0,0,0,0,0,83,17,1,0,0,0,0.060240963855421686,526,27251,14566,6,1379053,229842.16666666666,-10.0,1892,1
0,2,1,6,0,0,0,0,0,0,0,0,96,10,0,0,0,1,0.10416666666666667,112,104629,84249,976,5585304,5722.647540983607,3.027757204690594,2840,1
0,0,0,4,0,0,0,0,0,1,0,1,134,23,0,0,0,1,0.03731343283582089,166,9617,430,899,19332,21.503893214682982,1.7242758696016085,2155,0
0,0,0,4,0,0,0,0,1,0,0,1,138,19,1,0,0,1,0.057971014492753624,109,74067,2720,1167,81628,69.94687232219366,1.1760912590585766,2121,1
0,2,1,5,0,0,0,0,0,0,0,0,134,15,1,0,0,1,0.14925373134328357,472,74217,2778,1170,83388,71.27179487179487,1.2304489213808285,2123,1
0,0,0,2,0,1,0,0,1,0,0,0,60,12,0,0,0,1,0.05,1527,4432,1257,3361,362556,107.8714668253496,1.6232492903989346,1581,0
0,2,1,5,0,0,0,0,0,0,0,1,127,14,2,0,0,1,0.12598425196850394,193,144348,6513,380,1258717,3312.4131578947367,2.627365856592835,2849,1
0,2,1,4,0,0,0,2,1,0,0,0,140,17,1,0,0,1,0.11428571428571428,109,11815,1023,1053,22448,21.318138651471983,3.328175661438343,1082,0
0,0,0,2,0,0,0,0,0,0,0,1,68,10,1,0,0,0,0.14705882352941177,758,64671,8371,482,306362,635.6058091286307,0.30102999568569594,1200,1
0,1,0,3,0,0,0,0,0,0,0,0,105,15,0,0,0,1,0.13333333333333333,111,113121,20873,757,745656,985.0145310435931,2.9795483747041405,2325,1
0,1,1,4,0,0,0,0,0,0,0,0,122,17,0,0,0,1,0.09016393442622951,117,22939,2454,2267,213434,94.148213498015,2.4698220159783104,1346,0
0,1,1,4,0,0,0,0,0,0,0,0,120,15,2,0,0,1,0.10833333333333334,327,4657,1509,242,37175,153.61570247933884,1.851258348719687,823,0
0,1,0,3,0,0,0,0,0,0,0,2,104,15,0,0,0,1,0.23076923076923078,165,105002,13582,460,842292,1831.0695652173913,1.4149733479724882,1975,1
0,0,0,1,0,0,0,0,1,0,0,0,95,16,0,0,0,1,0.11578947368421053,128,22930,2452,2267,213331,94.10277900308778,2.4698220159783104,1346,0
0,2,1,4,0,0,0,0,0,0,0,0,140,14,1,0,0,1,0.11428571428571428,211,122504,14737,17,1793022,105471.88235294117,0.30102999568569594,2730,1
0,0,0,4,0,0,0,0,0,0,0,0,103,16,0,0,0,1,0.10679611650485436,1020,97574,65585,7352,4553331,619.3322905331883,0.30102999568569594,2022,1
0,0,0,1,0,0,0,0,0,0,0,0,52,7,1,0,0,0,0.19230769230769232,833,64646,8305,482,304117,630.948132780083,4.342945178152237e-11,1200,1
0,1,1,2,1,0,0,0,0,0,0,0,63,5,1,0,0,1,0.14285714285714285,112,298190,5711,1386,210044,151.54689754689755,4.371197207322297,2099,1
0,0,0,3,0,0,0,0,0,0,0,0,121,15,1,0,0,0,0.11570247933884298,202,45190,24930,2892,2005537,693.4775242047026,2.6085260335773013,2487,1
0,2,1,4,0,0,0,0,0,0,0,1,128,16,1,0,0,1,0.1953125,221,74171,2756,1169,82767,70.80153977758768,1.2304489213808285,2123,1
0,1,0,4,1,0,0,0,0,0,0,0,120,16,0,0,0,1,0.11666666666666667,272,89005,89498,509,7197412,14140.298624754421,1.2787536009551146,2797,1
0,2,1,4,0,0,0,0,0,0,0,1,135,18,1,0,0,1,0.14074074074074075,950,22774,102614,3,12905541,4301847.0,-10.0,2817,1
0,2,1,6,0,0,0,0,0,0,0,0,137,17,2,0,0,1,0.145985401459854,153,74162,2752,1169,82522,70.59195893926433,1.2304489213808285,2123,1
0,1,1,7,0,0,0,0,0,0,0,0,139,15,5,0,0,1,0.1223021582733813,679,24586,13,232,411,1.771551724137931,3.670802284260953,140,0
0,2,1,5,1,0,0,0,1,0,0,0,132,12,3,0,0,1,0.12121212121212122,273,27176,753,2087,10648,5.102060373742214,4.359664765369854,2690,0
0,1,1,5,1,0,0,1,0,0,0,1,137,20,1,0,0,1,0.06569343065693431,124,2555,211,746,5762,7.7238605898123325,2.1105897102995854,2052,1
0,1,0,6,0,0,0,0,0,0,0,0,134,16,2,0,0,1,0.08955223880597014,468,22799,102720,3,12927351,4309117.0,-10.0,2818,1
0,0,0,1,0,0,0,0,0,0,0,1,68,12,1,0,0,0,0.14705882352941177,1747,64674,8402,482,307152,637.2448132780083,4.342945178152237e-11,1200,1
0,1,0,5,0,0,0,0,0,0,0,0,101,11,1,0,0,1,0.06930693069306931,135,125741,7672,2355,820718,348.50021231422505,2.6665179805549744,2369,1
0,1,1,5,0,0,0,0,0,0,0,0,139,18,2,0,0,1,0.08633093525179857,573,4628,1476,241,36111,149.83817427385893,1.851258348719687,820,0
0,0,0,4,0,0,0,0,1,0,0,0,139,19,2,0,0,0,0.050359712230215826,108,27251,14567,6,1379060,229843.33333333334,-10.0,1892,1
0,2,1,8,0,0,0,0,1,0,0,0,117,13,1,0,0,1,0.1282051282051282,738,199735,9654,264,779387,2952.223484848485,1.8864907251730458,2304,1
0,1,0,5,0,0,0,1,2,0,0,0,131,19,1,0,0,1,0.06870229007633588,248,104340,84169,973,5569065,5723.602261048304,3.027757204690594,2838,1
0,1,0,4,0,0,0,0,0,0,0,1,136,20,0,0,0,1,0.09558823529411764,237,34565,48734,5296,2460875,464.6667296072508,0.30102999568569594,2286,1
0,1,0,5,1,0,0,0,0,0,0,0,130,19,1,0,0,1,0.1076923076923077,222,13114,2647,565,85173,150.74867256637168,1.869231719731563,1686,1
0,0,0,5,0,0,0,0,1,0,0,0,134,23,2,0,0,0,0.05970149253731343,108,27249,14568,6,1378961,229826.83333333334,-10.0,1891,1
0,1,0,4,0,0,2,0,1,0,0,0,138,21,0,1,0,1,0.06521739130434782,294,7887,408,25281,29316,1.1596060282425538,3.9967742708613088,1529,0
0,2,1,4,0,0,0,0,0,0,0,2,115,13,1,0,0,1,0.11304347826086956,104,116819,10368,488,476244,975.9098360655738,1.4313637641605959,2491,1
0,1,1,6,0,0,0,0,0,0,0,0,110,13,2,0,0,1,0.15454545454545454,440,246,357,5,68975,13795.0,0.4771212547341389,588,0
0,1,1,5,1,0,0,0,0,0,0,0,140,18,1,0,0,1,0.1,2169,17454,986,222,20442,92.08108108108108,2.1430148002544076,1391,0
0,0,0,5,0,0,0,0,0,0,0,0,123,18,1,0,0,0,0.04065040650406504,127,66682,6600,3051,529882,173.6748607014094,1.9138138523842463,2444,1
0,1,1,3,0,0,0,0,0,0,0,1,135,19,1,0,0,1,0.05925925925925926,130,9538,508,1267,26071,20.576953433307025,2.9854264740830465,422,1
0,1,0,2,0,0,0,0,0,0,0,1,134,16,0,0,0,1,0.08955223880597014,144,97586,65566,7352,4553198,619.3142002176279,0.30102999568569594,2022,1
0,1,0,2,0,0,0,0,0,0,0,1,101,13,0,0,0,1,0.13861386138613863,252,190250,44730,381,4734461,12426.406824146981,0.9542425094441503,2854,1
0,1,0,4,0,0,0,0,0,0,0,0,134,21,3,0,0,1,0.1044776119402985,214,144267,6512,380,1258380,3311.5263157894738,2.627365856592835,2849,1
0,2,1,5,0,0,0,0,0,0,0,1,113,14,0,0,0,1,0.061946902654867256,142,125719,7669,2355,820228,348.292144373673,2.6665179805549744,2369,1
0,2,1,5,0,0,0,0,0,0,0,0,140,13,1,0,0,1,0.2,101,105173,13599,460,843768,1834.2782608695652,1.4149733479724882,1977,1
0,0,0,5,0,0,0,0,0,0,0,2,139,22,0,0,0,0,0.04316546762589928,159,1901,78,246,1628,6.617886178861789,0.6989700043447047,1191,0
0,0,0,4,0,0,0,0,0,0,0,0,120,18,0,0,0,1,0.19166666666666668,112,10845,671,0,31073,31073.0,-10.0,1296,0
0,2,1,6,0,0,0,0,0,0,0,0,109,10,1,0,0,1,0.11009174311926606,116,97911,3733,1167,544279,466.3916023993145,1.2552725051057187,2143,1
0,1,1,7,0,0,0,0,1,1,0,0,139,18,0,0,0,1,0.050359712230215826,171,4476,211,509,6551,12.870333988212181,1.681241237376492,2634,1
0,3,0,7,0,0,0,0,2,0,0,0,134,20,1,0,0,1,0.04477611940298507,226,97748,747,1524,35357,23.2001312335958,4.4352549303958995,1417,0
0,1,1,2,0,0,0,0,0,0,0,0,53,5,1,0,0,1,0.1509433962264151,3270,18285,249,2743,9345,3.4068538096974117,2.5171958979501063,2143,0
0,0,0,9,0,0,0,0,1,0,0,0,133,21,1,0,0,1,0.06015037593984962,200,35522,396,4707,96458,20.49245804121521,4.20270622699036,1208,0
0,1,0,1,0,0,0,0,0,0,0,0,120,14,0,0,0,1,0.10833333333333334,169,97582,65549,7352,4552810,619.2614254624592,0.30102999568569594,2022,1
0,0,0,5,0,0,0,0,0,0,0,0,136,18,0,0,0,1,0.058823529411764705,363,37195,160905,113,22713173,201001.53097345133,1.1139433523101776,2929,1
0,0,0,4,0,0,0,0,0,0,0,0,140,20,2,0,0,0,0.04285714285714286,197,27257,14593,6,1380142,230023.66666666666,-10.0,1892,1
0,2,1,3,0,0,0,0,1,0,0,0,101,9,1,0,0,1,0.13861386138613863,1980,34952,433,3927,6023,1.5337407690348868,2.5037906830573173,2116,0
0,0,0,3,0,0,0,0,2,0,0,0,140,20,2,0,0,0,0.05,124,25314,238,743,6045,8.135935397039031,3.2669369111591964,1737,0
0,2,1,5,1,0,0,1,1,0,0,0,136,14,1,0,1,1,0.1323529411764706,949,68425,683,7141,13155,1.8421789665312982,4.039929414108564,2639,1
0,1,1,2,1,0,0,0,0,0,0,0,82,10,1,0,0,1,0.12195121951219512,100,18405,98,985,3500,3.553299492385787,3.6599162000698597,1449,0
0,0,0,4,0,0,0,0,1,0,0,0,133,23,0,0,0,0,0.045112781954887216,219,27256,14587,6,1379846,229974.33333333334,-10.0,1892,1
0,1,1,2,1,0,0,0,1,0,0,1,139,19,1,0,0,1,0.05755395683453238,101,11578,228,813,7444,9.15621156211562,3.291812687467141,131,0
0,0,0,5,0,0,0,0,0,0,0,0,121,17,1,0,0,0,0.10743801652892562,102,190246,44730,381,4734224,12425.784776902887,0.9542425094441503,2854,1
0,2,1,7,0,0,0,0,0,0,0,1,139,16,1,0,0,1,0.07194244604316546,588,22812,102741,3,12930336,4310112.0,-10.0,2818,1
0,0,0,9,0,0,0,0,0,0,0,0,101,14,1,0,0,1,0.0594059405940594,135,1201,234,121,16058,132.71074380165288,0.9030899869973723,1258,0
0,2,1,5,0,0,0,0,2,0,0,0,137,16,1,0,0,1,0.10948905109489052,149,122339,14705,17,1787115,105124.41176470589,0.30102999568569594,2728,1
0,2,1,4,1,0,0,0,0,0,0,0,137,14,1,0,0,1,0.1678832116788321,226,104993,13577,460,842145,1830.75,1.4149733479724882,1976,1
0,1,0,5,0,0,0,0,1,0,0,0,115,15,0,0,0,1,0.09565217391304348,166,104622,84232,976,5584756,5722.086065573771,3.027757204690594,2840,1
0,1,0,3,0,0,0,0,0,0,0,0,127,17,0,0,0,1,0.05511811023622047,1276,22773,102648,3,12907826,4302608.666666667,-10.0,2816,1
0,1,0,5,0,0,0,0,0,0,0,1,135,17,1,0,0,1,0.1111111111111111,133,105106,13601,460,843140,1832.9130434782608,1.4149733479724882,1977,1
0,1,0,5,0,0,0,0,0,0,0,0,137,18,1,0,0,1,0.043795620437956206,371,37210,160916,113,22719054,201053.57522123895,1.1139433523101776,2929,1
0,2,1,5,0,0,0,0,0,0,0,0,140,14,1,0,0,1,0.07142857142857142,695,37204,160904,113,22717524,201040.0353982301,1.1139433523101776,2929,1
0,1,0,4,1,0,0,0,2,0,0,0,138,19,0,0,0,1,0.07246376811594203,128,89004,89504,509,7197171,14139.825147347741,1.2787536009551146,2797,1
0,1,0,5,1,0,0,0,0,0,0,0,133,19,0,0,0,1,0.09774436090225563,179,88985,89492,508,7193949,14161.316929133858,1.2787536009551146,2795,1
0,0,0,5,0,0,0,0,0,0,0,1,127,18,2,0,0,1,0.10236220472440945,105,100466,8602,31,499741,16120.677419354839,1.204119982658639,2139,1
0,1,1,5,1,0,0,0,1,0,0,0,125,16,2,0,0,1,0.08,1260,4148,846,732,58928,80.50273224043715,3.1495270137543785,555,1
0,1,0,3,0,0,0,0,0,0,0,0,107,15,0,0,0,1,0.11214953271028037,208,163210,154904,961,14702631,15299.303850156088,3.1908917169221978,2869,1
0,0,0,1,0,0,0,0,0,0,0,0,91,15,0,0,0,0,0.18681318681318682,115,22922,2451,2267,213232,94.0591089545655,2.4698220159783104,1346,0
0,1,1,5,1,0,0,0,0,0,0,2,111,14,2,0,0,1,0.10810810810810811,141,4627,1474,241,36068,149.6597510373444,1.8450980400148773,820,0
0,2,1,4,0,0,0,0,0,0,0,1,135,14,1,0,0,1,0.07407407407407407,1829,22771,102638,3,12906502,4302167.333333333,-10.0,2816,1
0,2,1,7,0,0,0,0,1,0,0,0,138,15,1,0,0,1,0.07246376811594203,186,122350,14712,17,1786968,105115.76470588235,0.30102999568569594,2729,1
0,0,0,5,0,0,0,0,1,0,0,0,136,18,2,0,0,1,0.0661764705882353,426,5436,223,2113,2818,1.3336488405111215,2.2430380486865427,2773,0
0,0,0,2,0,0,0,0,0,0,0,0,73,11,0,0,0,0,0.2465753424657534,191,22942,2454,2267,213467,94.16277018085576,2.4698220159783104,1346,0
0,1,1,4,1,0,0,0,0,0,0,1,100,14,1,0,0,1,0.11,537,4642,1496,242,36702,151.6611570247934,1.851258348719687,822,0
0,1,0,4,0,0,0,0,1,0,0,1,116,15,1,0,0,1,0.05172413793103448,131,190083,44677,381,4724491,12400.238845144357,0.9542425094441503,2852,1
0,1,0,2,0,0,0,0,0,0,0,2,136,19,1,0,0,1,0.0661764705882353,1614,22782,102677,3,12912447,4304149.0,-10.0,2816,1
0,0,0,3,0,0,0,0,0,0,0,1,131,20,1,0,0,0,0.04580152671755725,161,27221,14548,6,1376932,229488.66666666666,-10.0,1890,1
0,1,1,3,0,0,0,0,2,0,0,0,109,12,1,0,0,1,0.08256880733944955,124,8523,80,5551,5652,1.0181949198342641,3.1925674533365735,467,0
0,1,1,7,0,1,0,0,0,0,0,1,125,16,1,0,0,1,0.08,1358,2429,137,784,3894,4.966836734693878,1.5440680443515165,2090,0
0,2,1,7,0,0,0,1,0,0,0,0,138,16,1,0,0,1,0.06521739130434782,152,105120,13598,460,843313,1833.2891304347827,1.4149733479724882,1977,1
0,0,0,1,0,0,0,0,0,0,0,0,82,12,1,0,0,0,0.13414634146341464,1177,64717,8514,483,315066,652.3105590062112,0.6989700043447047,1200,1
0,1,0,2,0,0,0,0,0,0,0,0,66,9,0,0,0,1,0.16666666666666666,127,122499,14730,17,1792426,105436.82352941176,0.30102999568569594,2730,1
0,1,0,4,0,0,0,0,1,0,0,1,135,18,0,0,0,1,0.07407407407407407,521,37198,160920,113,22713934,201008.26548672566,1.1139433523101776,2929,1
0,2,1,2,0,0,0,0,0,0,0,0,115,10,1,0,0,1,0.06956521739130435,243,122551,14803,17,1798094,105770.23529411765,0.30102999568569594,2731,1
0,1,0,4,0,0,0,0,0,0,0,0,114,13,0,0,0,1,0.07894736842105263,348,97574,65556,7352,4552026,619.15478781284,0.30102999568569594,2022,1
0,1,1,4,0,0,0,0,0,0,0,1,119,15,2,0,0,1,0.11764705882352941,912,109706,2029,1498,115106,76.83978638184246,2.5171958979501063,1385,1
0,2,1,5,0,0,0,0,0,0,0,0,138,16,0,0,0,1,0.11594202898550725,125,66665,6598,3050,529721,173.67901639344262,1.9138138523842463,2444,1
0,1,1,5,1,0,0,0,0,0,0,1,124,18,2,0,0,1,0.0967741935483871,569,18036,502,727,13601,18.708390646492436,3.5637183399656895,207,0
0,1,0,6,0,0,0,1,2,0,0,0,125,17,0,0,0,1,0.064,100,126396,120836,2777,4880901,1757.616492617933,2.6324572921848253,2860,1
0,1,0,6,0,0,0,0,1,0,0,0,135,19,0,0,0,1,0.05925925925925926,163,97557,65528,7352,4550927,619.0053046789989,0.30102999568569594,2022,1
0,2,1,10,0,0,0,0,1,0,0,0,139,18,0,0,0,1,0.07913669064748201,129,104627,84240,976,5585076,5722.413934426229,3.027757204690594,2840,1
0,0,0,5,0,0,0,1,0,0,0,1,133,21,0,0,0,1,0.03759398496240601,177,3482,428,1427,9229,6.467414155571128,1.3802112417134156,1087,0
0,2,1,6,0,0,0,0,0,0,0,1,135,15,1,0,0,1,0.0962962962962963,115,45137,24925,2892,2002702,692.4972337482711,2.6085260335773013,2486,1
0,2,1,5,0,0,0,0,0,0,0,1,131,15,1,0,0,1,0.08396946564885496,137,133689,48,1735,9278,5.347550432276657,2.4698220159783104,264,0
0,1,0,3,0,0,0,0,0,0,0,0,91,13,3,0,0,1,0.17582417582417584,165,144413,6567,381,1261376,3310.6981627296586,2.627365856592835,2849,1
0,1,0,3,0,0,0,0,1,0,0,1,134,15,1,0,0,1,0.1044776119402985,165,113057,20874,757,744754,983.8229854689564,2.979092900638372,2323,1
0,1,0,7,0,0,0,0,0,0,0,0,119,15,1,0,0,1,0.06722689075630252,227,104666,84265,976,5587299,5724.691598360656,3.027757204690594,2840,1
0,2,1,5,0,0,0,0,0,0,0,1,139,16,2,0,0,1,0.10071942446043165,152,104907,13550,461,840871,1824.0151843817787,1.4149733479724882,1975,1
0,1,0,3,0,0,0,0,0,0,0,0,101,13,0,0,0,1,0.0891089108910891,112,144384,6566,381,1261741,3311.6561679790025,2.627365856592835,2849,1
0,0,0,2,0,0,0,0,0,0,0,0,114,18,0,0,0,1,0.043859649122807015,181,18968,2472,176,200544,1139.4545454545455,1.5314789170435326,1722,1
0,2,1,6,0,0,0,0,0,0,0,0,138,17,1,0,0,1,0.10869565217391304,1115,122515,14741,17,1793761,105515.35294117648,0.30102999568569594,2730,1
0,1,0,7,0,0,0,0,1,0,0,1,123,16,1,0,0,1,0.13821138211382114,111,123923,11779,1763,972302,551.5042541123086,1.5910646070276129,2264,1
0,2,1,4,0,0,0,1,3,0,0,0,139,17,0,0,0,1,0.09352517985611511,478,123837,11773,1763,971758,551.195689166194,1.5910646070276129,2265,1
0,1,1,5,1,0,0,0,0,0,0,2,111,14,2,0,0,1,0.11711711711711711,114,4624,1472,241,36037,149.5311203319502,1.8450980400148773,820,0
0,1,0,2,0,0,0,0,1,0,0,0,137,18,0,0,0,1,0.0948905109489051,228,37198,160922,113,22713961,201008.50442477877,1.1139433523101776,2929,1
0,2,1,3,0,1,0,0,0,0,0,1,133,18,1,0,0,1,0.11278195488721804,2042,22773,102637,3,12907286,4302428.666666667,-10.0,2816,1
0,2,1,4,0,1,0,0,0,0,0,0,133,14,2,0,0,1,0.12781954887218044,654,22799,102734,3,12927249,4309083.0,-10.0,2818,1
0,0,0,4,0,0,0,0,0,0,0,0,114,22,0,0,0,0,0.05263157894736842,114,2190,302,619,6546,10.575121163166397,1.000000000004343,1859,0
0,1,0,5,0,0,0,0,1,0,0,1,112,16,0,0,0,1,0.07142857142857142,288,163241,154906,961,14706928,15303.775234131113,3.1908917169221978,2869,1
0,1,0,4,0,0,0,0,0,0,0,1,133,18,0,0,0,1,0.08270676691729323,279,104493,84201,974,5577526,5726.41273100616,3.027757204690594,2838,1
0,2,1,3,0,0,0,0,1,0,0,0,140,15,1,0,0,1,0.10714285714285714,241,122520,14754,17,1794290,105546.4705882353,0.30102999568569594,2730,1
0,2,1,3,0,0,0,0,0,0,0,0,139,15,1,0,0,1,0.15827338129496402,362,199626,9640,264,776906,2942.8257575757575,1.8864907251730458,2303,1
