depth,SUM FriendsCount,STD FriendsCount,STD WordCount,SUM WordCount,STD CharCount,STD HashTag,SUM HashTag,Ratio HashTag,SUM Url,STD Url,RATIO Url,SUM Mention,STD Mention,Ratio Mention,STD Statues,STD Listed,STD Follower,STD followers/friend,STD favorite,Tweets Count,Ratio Verified,SUM Verified,SUM RT,STD RT,STD AccAge,thread_time,STD Emoji,RATIO Emoji,Ratio Media,RATIO Question,RATIO Exclaim,RATIO Period,STD FPP,STD SPP,STD TPP,Mean Skepticism,Ratio Skepticism,test_auxiliary,test_tentat,test_certain,root_user_ratio,unique_user_ratio,unique_user_sum,NodeThreadCount_0,NodeThreadCount_25,NodeThreadCount_5,NodeThreadCount_75,NodeThreadRatio_0,NodeThreadRatio_25,NodeThreadRatio_5,NodeThreadRatio_75
2,10512.0,2307.8208422665743,4.791659420284375,69.0,36.673696295846696,1.0954451150103321,5.0,0.6,2.0,0.48989794855663565,0.4,4.0,0.4000000000000001,0.8,42349.25066161148,1020.0064705677116,113877.29351894521,9.244764406803075,8584.332612381699,5,0.2,1.0,124.0,49.60000000000001,764.2170895759922,8387.0,0.0,0.0,0.6,0.2,0.4,0.8,0.0,0.0,0.48989794855663565,3.0,1.0,0.48989794855663565,0.0,0.0,0.2,2.2,11,2,0,2,1,0.4,0.0,0.4,0.2
2,918.0,126.7467948312698,8.0,36.0,64.25097275528208,0.82915619758885,3.0,0.5,2.0,0.5,0.5,3.0,0.4330127018922193,0.75,60347.45643769918,2817.062066675138,544860.2187889569,829.5331579345651,256.3049940988275,4,0.25,1.0,226.0,97.86087062764156,1082.9871594344968,12087.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,2.5,0.5,0.0,0.0,0.0,0.25,2.75,11,3,0,0,1,0.75,0.0,0.0,0.25
3,2216.0,166.239706448249,6.6670833203133135,125.0,37.43741444063679,0.45825756949558394,3.0,0.3,3.0,0.6403124237432849,0.2,11.0,0.5385164807134504,0.9,36176.188049046854,4412.933736189565,536014.6696095173,10510.909438210161,1128.0512444033739,10,0.1,1.0,116.0,34.467956133197106,939.7375165438485,15142.0,0.0,0.0,0.0,0.2,0.1,0.6,0.66332495807108,0.0,0.66332495807108,3.2,0.9,0.4000000000000001,0.0,0.30000000000000004,0.1,1.1,11,8,0,0,2,0.8,0.0,0.0,0.2
2,5481.0,354.3499541413826,5.083306010855534,136.0,33.4430859820083,2.539685019840059,15.0,0.4,1.0,0.30000000000000004,0.1,11.0,0.5385164807134505,0.9,55177.03257914474,13414.805001937226,1420060.0163361724,1243.0311216883892,1317.5596722729485,10,0.1,1.0,170.0,51.0,913.5615797525638,13579.0,0.0,0.0,0.0,0.2,0.1,0.6,0.0,0.4000000000000001,0.6708203932499369,3.6,1.0,0.48989794855663565,0.0,0.0,0.1,1.1,11,8,0,1,1,0.8,0.0,0.1,0.1
2,1708.0,320.0,5.0,28.0,41.0,0.5,1.0,0.5,0.0,0.0,0.0,2.0,1.0,0.5,500.0,183.5,3113.5,3.6709878197398056,1869.5,2,0.5,1.0,116.0,58.0,836.5,1224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,1.0,0.5,0.0,0.0,0.5,5.5,11,1,0,0,1,0.5,0.0,0.0,0.5
2,5863.0,649.5490933650498,5.715476066494082,108.0,41.96147557103736,0.41573970964154905,2.0,0.2222222222222222,4.0,0.4969039949999533,0.4444444444444444,14.0,1.640535895581489,0.8888888888888888,32561.06824429869,4275.0143368469435,264997.9269507081,204.03839654878072,391.3086622294508,9,0.1111111111111111,1.0,137.0,42.349807234974584,735.0673102630018,7128.0,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.6666666666666666,0.31426968052735443,0.0,0.6285393610547089,4.0,0.8888888888888888,0.4969039949999533,0.0,0.0,0.1111111111111111,1.2222222222222223,11,7,0,1,1,0.7777777777777778,0.0,0.1111111111111111,0.1111111111111111
3,26639.0,1516.623587636683,1.9794866372215738,267.0,10.030113389347829,0.2935435239509036,2.0,0.09523809523809523,0.0,0.0,0.0,21.0,0.3086066999241838,0.9523809523809523,63510.128523026455,13951.965855356188,969352.1791006761,35.40107171993584,1496.422001728201,21,0.14285714285714285,3.0,4004.0,850.004444432825,519.4479583229639,425.0,0.0,0.0,0.0,0.0,0.047619047619047616,1.0,0.0,0.0,0.0,2.2857142857142856,1.0,0.21295885499998,0.0,0.0,0.047619047619047616,0.5238095238095238,11,20,0,0,1,0.9523809523809523,0.0,0.0,0.047619047619047616
3,4787.0,950.4626176236496,6.179603547154137,63.0,40.663251222694925,0.0,0.0,0.0,1.0,0.4330127018922193,0.25,4.0,0.7071067811865476,0.75,47639.91894671946,3306.9468074796728,354217.5877306031,87.72496131799369,1622.7026837963879,4,0.25,1.0,104.0,45.033320996790806,1063.0149046462143,557.0,0.4330127018922193,0.25,0.25,0.0,0.0,0.75,1.299038105676658,0.8660254037844386,0.8660254037844386,4.75,0.75,0.5,0.0,0.0,0.25,2.75,11,2,1,0,1,0.5,0.25,0.0,0.25
2,4845.0,648.4371114456667,4.5,62.0,24.60182920028509,0.82915619758885,3.0,0.5,0.0,0.0,0.0,5.0,1.0897247358851685,0.75,1314.8943636277402,16.740669042783207,379.8186244775261,0.7688919368158188,244.65524212654836,4,0.0,0.0,190.0,82.27241335952168,679.5900878470786,52751.0,0.0,0.0,0.75,0.0,0.0,0.75,0.5,0.0,1.299038105676658,2.0,1.0,0.4330127018922193,0.0,0.0,0.25,2.75,11,3,0,0,1,0.75,0.0,0.0,0.25
6,7736.0,340.08344564238934,4.605957419473176,213.0,31.748769661201045,1.346291201783626,12.0,0.25,3.0,0.3903123748998999,0.1875,20.0,0.5590169943749475,0.9375,8578.98865119565,228.95564526781163,6638.575781170518,5.981544109957166,3431.8403863670583,16,0.1875,3.0,241.0,45.773175482481,738.4164221494535,13229.0,0.24206145913796356,0.0625,0.3125,0.0625,0.0,0.6875,0.4330127018922193,0.0,0.3903123748998999,3.375,0.875,0.3903123748998999,0.0,0.0,0.0625,0.6875,11,12,3,0,1,0.75,0.1875,0.0,0.0625
2,3169.0,581.9163921904933,6.2048368229954285,40.0,37.5699347883384,0.0,0.0,0.0,2.0,0.5,0.5,3.0,0.4330127018922193,0.75,49316.949720025266,5093.674925827128,420807.24196507124,138.5080851530054,3450.3963902717032,4,0.25,1.0,128.0,55.42562584220407,756.3036344617154,643.0,0.0,0.0,0.0,0.25,0.0,0.75,0.0,0.0,0.0,3.75,1.0,0.5,0.0,0.0,0.25,2.75,11,3,0,0,1,0.75,0.0,0.0,0.25
3,7436.0,623.7169942280625,5.225471802196961,142.0,43.59496339410475,0.4930066485916347,5.0,0.4166666666666667,5.0,0.4930066485916347,0.4166666666666667,12.0,0.408248290463863,0.9166666666666666,35324.05261635555,7507.0560807816,430301.0110260268,108.95346226283574,1164.9253522818055,12,0.08333333333333333,1.0,180.0,49.749371855331,907.0337032816856,1337.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.75,0.82915619758885,0.5527707983925666,0.2763853991962833,1.6666666666666667,0.75,0.4714045207910317,0.0,0.0,0.08333333333333333,0.9166666666666666,11,9,1,0,2,0.75,0.08333333333333333,0.0,0.16666666666666666
4,7005.0,427.07509748156576,5.890199015690764,249.0,39.14191495280781,0.558326423395605,5.0,0.2222222222222222,3.0,0.49999999999999994,0.1111111111111111,34.0,0.7370277311900888,0.9444444444444444,24008.637603391566,2260.987261145389,425703.02775994875,202.3189807730352,317.46015595233985,18,0.05555555555555555,1.0,134.0,30.694230768487028,647.4353011195809,523229.0,0.0,0.0,0.0,0.2777777777777778,0.16666666666666666,0.5555555555555556,0.3142696805273545,0.37267799624996495,0.5905636562630361,2.6666666666666665,0.7777777777777778,0.4874980215217846,0.2290614236454256,0.0,0.05555555555555555,0.6111111111111112,11,17,0,0,1,0.9444444444444444,0.0,0.0,0.05555555555555555
3,9797.0,694.6383163435086,4.179408525294193,190.0,27.98308872225991,0.6249260311258431,5.0,0.3076923076923077,4.0,0.46153846153846156,0.3076923076923077,33.0,0.7457969011409737,1.0,36273.39615366488,544.1864129790507,10538.916106984587,4.544204146127804,6653.509008799605,13,0.0,0.0,141.0,28.862661943034116,716.3868248650562,4829.0,0.0,0.0,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.7692307692307693,0.6249260311258432,0.0,0.6343239424027171,4.461538461538462,1.0,0.4985185152621432,0.0,0.0,0.07692307692307693,0.8461538461538461,11,7,4,1,1,0.5384615384615384,0.3076923076923077,0.07692307692307693,0.07692307692307693
5,17315.0,1130.2616945928448,6.020653111489557,389.0,34.40382629721422,1.0274023338281628,8.0,0.16666666666666666,1.0,0.19982631347136331,0.041666666666666664,32.0,0.6871842709362768,0.9166666666666666,34159.578233393535,3770.139364319161,234158.99990699207,154.61594419250227,9927.807868627842,24,0.08333333333333333,2.0,445.0,65.49108028748817,641.7695142144102,8293.0,0.19982631347136331,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.7083333333333334,0.33071891388307384,0.33071891388307384,0.7637626158259734,4.083333333333333,0.9583333333333334,0.4714045207910317,0.0,0.19982631347136334,0.041666666666666664,0.4583333333333333,11,15,0,6,3,0.625,0.0,0.25,0.125
3,2272.0,316.69834227542145,3.7094473981982814,91.0,21.813757127097567,0.8944271909999159,5.0,0.6,1.0,0.4000000000000001,0.2,5.0,0.6324555320336759,0.8,41653.507242488,14185.50484121027,1238798.9089645501,572.8809959085804,818.2252990466623,5,0.2,1.0,127.0,50.30149103157877,859.5571883243139,664.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4000000000000001,0.4000000000000001,0.48989794855663565,5.6,1.0,0.4000000000000001,0.0,0.0,0.2,2.2,11,2,0,1,2,0.4,0.0,0.2,0.4
5,18957.0,2582.0055822299587,4.986203187017375,136.0,34.47665877082638,0.3399346342395189,2.0,0.13333333333333333,5.0,0.5962847939999438,0.26666666666666666,19.0,0.5734883511361751,0.9333333333333333,23810.575229973387,194.45109068006448,6821.861347169113,4.911240427414713,5261.239488941746,15,0.0,0.0,254.0,63.35873174937208,395.6587755461348,10522.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.7333333333333333,0.24944382578492946,0.0,0.3399346342395189,2.2,0.7333333333333333,0.33993463423951903,0.24944382578492943,0.0,0.06666666666666667,0.7333333333333333,11,5,4,4,2,0.3333333333333333,0.26666666666666666,0.26666666666666666,0.13333333333333333
4,14280.0,741.9824153993844,5.827450872677468,282.0,36.30995315905404,0.4856209060564557,8.0,0.38095238095238093,6.0,0.5471012044321932,0.23809523809523808,29.0,0.6529194857524805,0.9523809523809523,33701.74422725304,2496.0775877890974,206254.87474241995,32.372543732735075,2059.856788936965,21,0.047619047619047616,1.0,346.0,72.12265943886946,753.8191949564612,2550.0,0.0,0.0,0.19047619047619047,0.09523809523809523,0.14285714285714285,0.5238095238095238,0.34992710611188255,0.4665694748158435,0.392676726249301,3.0952380952380953,0.9047619047619048,0.49487165930539345,0.0,0.21295885499998,0.047619047619047616,0.5238095238095238,11,9,4,3,5,0.42857142857142855,0.19047619047619047,0.14285714285714285,0.23809523809523808
3,6145.0,643.8854010786564,3.0368111930481,152.0,21.453276103093337,0.6236095644623235,4.0,0.25,9.0,0.4330127018922193,0.75,20.0,0.6236095644623235,0.9166666666666666,33817.63896951149,3257.0279738163476,268983.33763290785,224.9514003369708,1992.4044867669036,12,0.08333333333333333,1.0,169.0,46.70913246417188,418.3772221333279,10479.0,1.1055415967851332,0.08333333333333333,0.08333333333333333,0.0,0.0,0.8333333333333334,0.0,0.0,0.2763853991962833,2.4166666666666665,1.0,0.4930066485916347,0.0,0.0,0.08333333333333333,0.9166666666666666,11,4,1,4,3,0.3333333333333333,0.08333333333333333,0.3333333333333333,0.25
6,4100.0,354.7765493941221,4.7,91.0,32.7016819139322,0.4000000000000001,2.0,0.2,2.0,0.4000000000000001,0.2,15.0,0.6708203932499369,0.9,14771.899838883284,1227.881769552753,39008.912668773526,39.10046592763625,608.677098304183,10,0.1,1.0,153.0,44.902227116257826,764.3680330835402,4621.0,1.2000000000000002,0.1,0.1,0.0,0.0,0.5,0.30000000000000004,0.45825756949558405,0.6000000000000001,2.1,1.0,0.30000000000000004,0.0,0.0,0.1,1.1,11,5,0,2,3,0.5,0.0,0.2,0.3
3,14809.0,1092.284750571645,6.1084866757205605,203.0,37.74313684232174,0.46153846153846156,4.0,0.3076923076923077,5.0,0.48650425541051995,0.38461538461538464,28.0,0.6617173282340483,1.0,28849.073668227076,6401.393954148816,374487.33223705133,139.909824179472,655.7063583665838,13,0.15384615384615385,2.0,279.0,73.76951150985325,741.6389733987187,23544.0,0.0,0.0,0.15384615384615385,0.07692307692307693,0.3076923076923077,0.6923076923076923,0.36080121229410994,0.26646935501059654,0.0,3.230769230769231,0.9230769230769231,0.49851851526214314,0.0,0.0,0.07692307692307693,0.8461538461538461,11,12,0,0,1,0.9230769230769231,0.0,0.0,0.07692307692307693
2,4791.0,667.2107313285661,4.454211490264017,63.0,39.096802938347786,0.4,4.0,0.8,4.0,0.4,0.8,4.0,0.4000000000000001,0.8,23686.64677492363,3283.6799235004623,120537.44941320104,131.9558246674408,1116.4888893311925,5,0.4,2.0,197.0,75.81451048447124,560.9643838961614,394.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4000000000000001,0.0,0.0,3.6,1.0,0.0,0.0,0.0,0.2,2.2,11,1,0,2,2,0.2,0.0,0.4,0.4
3,20274.0,595.7354362466614,6.43331174435065,285.0,39.98058904018299,0.47696960070847283,3.0,0.1,4.0,0.4000000000000001,0.2,23.0,0.47696960070847283,0.95,37236.76171644763,2560.772744212184,211631.53655549543,28.712771505096196,6129.9770382930465,20,0.05,1.0,499.0,107.60877055333363,658.0914279186441,1265.0,0.5099019513592785,0.15,0.2,0.1,0.1,0.6,0.47696960070847283,0.0,0.7262919523166975,4.3,0.95,0.49749371855331,0.0,0.0,0.05,0.55,11,9,5,2,4,0.45,0.25,0.1,0.2
2,12011.0,991.0625588506285,6.729701991090608,200.0,41.19687151013074,0.6110100926607788,9.0,0.5333333333333333,7.0,0.49888765156985887,0.4666666666666667,32.0,0.8844332774281065,1.0,46853.05845707644,11154.95367070413,1180834.461604271,829.6152664962301,1468.3007624083318,15,0.06666666666666667,1.0,151.0,37.66601769352435,703.9560087265555,181439.0,0.3399346342395189,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.2,0.8666666666666667,0.4000000000000001,0.24944382578492946,0.7717224601860152,2.066666666666667,0.8666666666666667,0.4000000000000001,0.0,0.0,0.06666666666666667,0.7333333333333333,11,14,0,0,1,0.9333333333333333,0.0,0.0,0.06666666666666667
11,23200.0,728.8892912837042,7.696750853542823,710.0,41.49565695769962,0.4259807109188757,6.0,0.1282051282051282,4.0,0.3033887068256214,0.10256410256410256,44.0,0.4037952755903493,0.9743589743589743,20977.80768954578,16159.54289493694,2432122.354374289,387.34263550843303,5351.772075533016,39,0.05128205128205128,2.0,1790.0,276.7951936435938,686.5770225470311,3943.0,0.15806189751202504,0.02564102564102564,0.1282051282051282,0.1794871794871795,0.10256410256410256,0.6923076923076923,0.5153782369805586,0.548741911770069,0.9021852351671374,2.9743589743589745,0.6410256410256411,0.4998356074261007,0.15806189751202507,0.0,0.02564102564102564,0.28205128205128205,11,9,5,10,15,0.23076923076923078,0.1282051282051282,0.2564102564102564,0.38461538461538464
9,13172.0,569.956086027687,3.887158345115362,346.0,26.484712571594958,1.8601075237738276,16.0,0.25,10.0,0.5,0.5,25.0,0.5361902647381804,0.95,25763.559153579692,18351.802022894102,1216728.767366269,298.6157283584325,2910.9831689654266,20,0.05,1.0,238.0,51.41390862402897,883.1919610141388,42186.0,0.43588989435406733,0.05,0.0,0.15,0.2,0.75,0.5099019513592785,1.1521718621802912,0.5099019513592785,5.2,1.0,0.49749371855331004,0.0,0.21794494717703364,0.05,0.55,11,18,0,0,2,0.9,0.0,0.0,0.1
2,14157.0,4577.066903596669,5.238320341483518,78.0,38.81546083714581,1.0954451150103321,10.0,0.8,3.0,0.48989794855663565,0.6,4.0,0.4000000000000001,0.8,53733.24072341067,2581.2667742796366,501392.56857013743,666.1177722307463,4777.334378081568,5,0.2,1.0,121.0,48.39999999999999,554.3495648054575,491.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,3.8,1.0,0.4,0.0,0.0,0.2,2.2,11,2,2,0,1,0.4,0.4,0.0,0.2
2,10007.0,940.3461118120284,5.158488150611572,143.0,33.59598190260258,0.6708203932499369,5.0,0.4,3.0,0.45825756949558394,0.3,12.0,0.7483314773547882,0.9,13666.269820620402,7464.875966819543,600518.4637942117,70.39437516623103,8241.955158820023,10,0.2,2.0,188.0,56.067459368157564,840.8439807717006,10639.0,0.0,0.0,0.2,0.4,0.0,1.0,0.6403124237432849,0.8000000000000002,0.4000000000000001,3.6,0.9,0.45825756949558405,0.30000000000000004,0.0,0.1,1.1,11,9,0,0,1,0.9,0.0,0.0,0.1
3,7362.0,632.5915421277758,5.819778559808534,140.0,33.392767526470806,0.26646935501059654,1.0,0.07692307692307693,3.0,0.42132504423474315,0.23076923076923078,15.0,0.5329387100211931,0.9230769230769231,27372.345190984972,3619.39581574134,224365.80247032712,142.13884411053613,5351.143048825557,13,0.07692307692307693,1.0,123.0,31.33838978882312,642.8569093640978,28824.0,0.0,0.0,0.07692307692307693,0.23076923076923078,0.15384615384615385,0.6153846153846154,0.4213250442347432,0.36080121229411,0.42132504423474315,2.5384615384615383,0.7692307692307693,0.49851851526214314,0.26646935501059654,0.0,0.07692307692307693,0.8461538461538461,11,11,1,0,1,0.8461538461538461,0.07692307692307693,0.0,0.07692307692307693
4,13967.0,1035.8553120489366,5.152426612771889,331.0,29.05752914478449,0.45825756949558394,6.0,0.3,6.0,0.5567764362830021,0.25,21.0,0.3840572873934304,0.95,41003.143036692934,9744.057370905613,1031599.8925026832,621.942119750702,1512.300574456017,20,0.05,1.0,277.0,58.998538117482184,732.6653311710606,10209.0,0.21794494717703364,0.05,0.2,0.05,0.2,0.7,0.5361902647381804,0.21794494717703364,0.7399324293474372,4.05,0.95,0.5,0.0,0.21794494717703364,0.05,0.55,11,13,2,1,4,0.65,0.1,0.05,0.2
10,11855.0,494.9102783270418,6.152997237119484,210.0,34.99726551818013,0.6614378277661477,4.0,0.125,0.0,0.0,0.0,43.0,0.582961190818051,1.0,61702.9256943793,58.12647847582029,1653.0483394323348,2.314089434870162,2934.8370848896793,16,0.0,0.0,156.0,37.504166435210905,774.458752533019,11049.0,1.6944302139657448,0.0625,0.0625,0.0,0.0625,0.75,0.49607837082461076,0.75,0.6091746465505602,2.5625,0.875,0.49607837082461076,0.0,0.0,0.0625,0.6875,11,5,8,2,1,0.3125,0.5,0.125,0.0625
9,14878.0,792.4627164099337,5.257454874559936,448.0,28.803420821834642,0.770436745507363,10.0,0.30434782608695654,1.0,0.20393111999232305,0.043478260869565216,38.0,0.8652064670492349,1.0,21784.3017770376,18249.521396111886,1467698.0559765338,615.9691240118218,12045.950333794106,23,0.043478260869565216,1.0,176.0,35.89187711864885,830.6373483878882,54728.0,0.20393111999232305,0.043478260869565216,0.0,0.13043478260869565,0.043478260869565216,0.391304347826087,0.8272303300191499,0.44763609308639135,1.2616189676997311,4.782608695652174,1.0,0.476280484787101,0.0,0.0,0.043478260869565216,0.4782608695652174,11,20,0,1,2,0.8695652173913043,0.0,0.043478260869565216,0.08695652173913043
4,14890.0,1978.3915976392202,5.9295668740313126,213.0,40.902973662533014,0.26646935501059654,1.0,0.07692307692307693,3.0,0.4213250442347432,0.23076923076923078,20.0,1.2162606385263,0.9230769230769231,19180.22785403094,27372.7956373827,3446112.6504199654,331683.5146580095,517.8865905872242,13,0.15384615384615385,2.0,1263.0,335.39777673540596,854.3416372482935,17975.0,0.0,0.0,0.0,0.3076923076923077,0.07692307692307693,0.5384615384615384,0.36080121229410994,0.0,0.8355984993230936,5.0,1.0,0.4213250442347432,0.0,0.0,0.07692307692307693,0.8461538461538461,11,10,1,1,1,0.7692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693
