depth,SUM FriendsCount,AVG FriendsCount,AVG WordCount,SUM WordCount,AVG CharCount,AVG HashTag,SUM HashTag,Ratio HashTag,SUM Url,AVG Url,RATIO Url,SUM Mention,AVG Mention,Ratio Mention,AVG Statues,AVG Listed,AVG Follower,AVG followers/friend,AVG favorite,Tweets Count,Ratio Verified,SUM Verified,SUM RT,AVG RT,AVG AccAge,thread_time,AVG Emoji,RATIO Emoji,Ratio Media,RATIO Question,RATIO Exclaim,RATIO Period,AVG FPP,AVG SPP,AVG TPP,AVG Skepticism,Ratio Skepticism,test_auxiliary,test_tentat,test_certain,root_user_ratio,unique_user_ratio,unique_user_sum
2,5481.0,548.1,13.6,136.0,104.6,1.5,15.0,0.4,1.0,0.1,0.1,11.0,1.1,0.9,30546.4,0.9596973252035902,473736.1,1243.0311216883892,908.9,10,0.1,1.0,170.0,17.0,1313.8,13579.0,0.0,0.0,0.0,0.2,0.1,0.6,0.0,0.2,0.5,3.6,1.0,0.6,0.0,0.0,0.1,1.1,11
2,1708.0,854.0,14.0,28.0,99.0,0.5,1.0,0.5,0.0,0.0,0.0,2.0,1.0,0.5,18944.0,1.7089848211073686,3861.5,3.6709878197398056,2974.5,2,0.5,1.0,116.0,58.0,1418.5,1224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,1.0,0.5,0.0,0.0,0.5,5.5,11
2,5863.0,651.4444444444445,12.0,108.0,86.88888888888889,0.2222222222222222,2.0,0.2222222222222222,4.0,0.4444444444444444,0.4444444444444444,14.0,1.5555555555555556,0.8888888888888888,18175.11111111111,0.6682826732117044,93960.22222222222,204.03839654878072,266.55555555555554,9,0.1111111111111111,1.0,137.0,15.222222222222221,1129.2222222222222,7128.0,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.6666666666666666,0.1111111111111111,0.0,0.2222222222222222,4.0,0.8888888888888888,0.5555555555555556,0.0,0.0,0.1111111111111111,1.2222222222222223,11
3,26639.0,1268.5238095238096,12.714285714285714,267.0,94.33333333333333,0.09523809523809523,2.0,0.09523809523809523,0.0,0.0,0.0,21.0,1.0,0.9523809523809523,53661.47619047619,1.8084144073430948,220086.2380952381,35.40107171993584,1206.047619047619,21,0.14285714285714285,3.0,4004.0,190.66666666666666,1765.2380952380952,425.0,0.0,0.0,0.0,0.0,0.047619047619047616,1.0,0.0,0.0,0.0,2.2857142857142856,1.0,0.047619047619047616,0.0,0.0,0.047619047619047616,0.5238095238095238,11
3,4787.0,1196.75,15.75,63.0,108.0,0.0,0.0,0.0,1.0,0.25,0.25,4.0,1.0,0.75,59156.5,1.699335637213589,205320.75,87.72496131799369,1638.0,4,0.25,1.0,104.0,26.0,1183.25,557.0,0.25,0.25,0.25,0.0,0.0,0.75,0.75,0.5,0.5,4.75,0.75,0.5,0.0,0.0,0.25,2.75,11
2,4845.0,1211.25,15.5,62.0,108.5,0.75,3.0,0.5,0.0,0.0,0.0,5.0,1.25,0.75,4089.75,1.4134564708243333,826.75,0.7688919368158188,235.25,4,0.0,0.0,190.0,47.5,1455.25,52751.0,0.0,0.0,0.75,0.0,0.0,0.75,0.5,0.0,0.75,2.0,1.0,0.75,0.0,0.0,0.25,2.75,11
6,7736.0,483.5,13.3125,213.0,94.875,0.75,12.0,0.25,3.0,0.1875,0.1875,20.0,1.25,0.9375,10957.8125,1.1208865073299474,3645.8125,5.981544109957166,3135.75,16,0.1875,3.0,241.0,15.0625,1227.25,13229.0,0.0625,0.0625,0.3125,0.0625,0.0,0.6875,0.25,0.0,0.1875,3.375,0.875,0.1875,0.0,0.0,0.0625,0.6875,11
2,3169.0,792.25,10.0,40.0,69.0,0.0,0.0,0.0,2.0,0.5,0.5,3.0,0.75,0.75,38813.25,1.5659937129455088,243307.5,138.5080851530054,2258.5,4,0.25,1.0,128.0,32.0,1485.25,643.0,0.0,0.0,0.0,0.25,0.0,0.75,0.0,0.0,0.0,3.75,1.0,0.5,0.0,0.0,0.25,2.75,11
3,7436.0,619.6666666666666,11.833333333333334,142.0,96.75,0.4166666666666667,5.0,0.4166666666666667,5.0,0.4166666666666667,0.4166666666666667,12.0,1.0,0.9166666666666666,24122.916666666668,1.1984975805076377,130468.25,108.95346226283574,779.5833333333334,12,0.08333333333333333,1.0,180.0,15.0,1153.8333333333333,1337.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.75,0.25,0.16666666666666666,0.08333333333333333,1.6666666666666667,0.75,0.3333333333333333,0.0,0.0,0.08333333333333333,0.9166666666666666,11
4,7005.0,389.1666666666667,13.833333333333334,249.0,97.27777777777777,0.2777777777777778,5.0,0.2222222222222222,3.0,0.16666666666666666,0.1111111111111111,34.0,1.8888888888888888,0.9444444444444444,12181.611111111111,0.7466552996268387,107005.88888888889,202.3189807730352,298.77777777777777,18,0.05555555555555555,1.0,134.0,7.444444444444445,965.4444444444445,523229.0,0.0,0.0,0.0,0.2777777777777778,0.16666666666666666,0.5555555555555556,0.1111111111111111,0.16666666666666666,0.3888888888888889,2.6666666666666665,0.7777777777777778,0.3888888888888889,0.05555555555555555,0.0,0.05555555555555555,0.6111111111111112,11
3,9797.0,753.6153846153846,14.615384615384615,190.0,107.15384615384616,0.38461538461538464,5.0,0.3076923076923077,4.0,0.3076923076923077,0.3076923076923077,33.0,2.5384615384615383,1.0,28285.69230769231,1.1213431036171104,5020.461538461538,4.544204146127804,3641.846153846154,13,0.0,0.0,141.0,10.846153846153847,1063.6153846153845,4829.0,0.0,0.0,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.7692307692307693,0.38461538461538464,0.0,0.5384615384615384,4.461538461538462,1.0,0.46153846153846156,0.0,0.0,0.07692307692307693,0.8461538461538461,11
5,17315.0,721.4583333333334,16.208333333333332,389.0,103.70833333333333,0.3333333333333333,8.0,0.16666666666666666,1.0,0.041666666666666664,0.041666666666666664,32.0,1.3333333333333333,0.9166666666666666,24480.5,1.0598140382994707,71436.125,154.61594419250227,4106.416666666667,24,0.08333333333333333,2.0,445.0,18.541666666666668,1034.125,8293.0,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.7083333333333334,0.125,0.125,0.5,4.083333333333333,0.9583333333333334,0.6666666666666666,0.0,0.041666666666666664,0.041666666666666664,0.4583333333333333,11
3,2272.0,454.4,18.2,91.0,112.6,1.0,5.0,0.6,1.0,0.2,0.2,5.0,1.0,0.8,24020.0,1.744056409326523,619698.2,572.8809959085804,1284.4,5,0.2,1.0,127.0,25.4,984.2,664.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.6,5.6,1.0,0.8,0.0,0.0,0.2,2.2,11
5,18957.0,1263.8,9.066666666666666,136.0,69.4,0.13333333333333333,2.0,0.13333333333333333,5.0,0.3333333333333333,0.26666666666666666,19.0,1.2666666666666666,0.9333333333333333,29547.133333333335,1.0690866709372537,3565.6,4.911240427414713,4820.8,15,0.0,0.0,254.0,16.933333333333334,884.0,10522.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.7333333333333333,0.06666666666666667,0.0,0.13333333333333333,2.2,0.7333333333333333,0.13333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.7333333333333333,11
4,14280.0,680.0,13.428571428571429,282.0,97.33333333333333,0.38095238095238093,8.0,0.38095238095238093,6.0,0.2857142857142857,0.23809523809523808,29.0,1.380952380952381,0.9523809523809523,17412.571428571428,0.7192398778244977,46696.52380952381,32.372543732735075,1190.2380952380952,21,0.047619047619047616,1.0,346.0,16.476190476190474,881.952380952381,2550.0,0.0,0.0,0.19047619047619047,0.09523809523809523,0.14285714285714285,0.5238095238095238,0.14285714285714285,0.14285714285714285,0.19047619047619047,3.0952380952380953,0.9047619047619048,0.42857142857142855,0.0,0.047619047619047616,0.047619047619047616,0.5238095238095238,11
3,6145.0,512.0833333333334,12.666666666666666,152.0,105.41666666666667,0.3333333333333333,4.0,0.25,9.0,0.75,0.75,20.0,1.6666666666666667,0.9166666666666666,50358.833333333336,1.0985589948172565,82820.83333333333,224.9514003369708,1093.8333333333333,12,0.08333333333333333,1.0,169.0,14.083333333333334,1829.0,10479.0,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.8333333333333334,0.0,0.0,0.08333333333333333,2.4166666666666665,1.0,0.5833333333333334,0.0,0.0,0.08333333333333333,0.9166666666666666,11
6,4100.0,410.0,9.1,91.0,68.0,0.2,2.0,0.2,2.0,0.2,0.2,15.0,1.5,0.9,9633.5,0.729272609579955,13217.0,39.10046592763625,729.7,10,0.1,1.0,153.0,15.3,689.9,4621.0,0.4,0.1,0.1,0.0,0.0,0.5,0.1,0.3,0.2,2.1,1.0,0.1,0.0,0.0,0.1,1.1,11
3,14809.0,1139.1538461538462,15.615384615384615,203.0,108.61538461538461,0.3076923076923077,4.0,0.3076923076923077,5.0,0.38461538461538464,0.38461538461538464,28.0,2.1538461538461537,1.0,19967.153846153848,1.0014057122191056,111226.23076923077,139.909824179472,351.3076923076923,13,0.15384615384615385,2.0,279.0,21.46153846153846,1009.3076923076923,23544.0,0.0,0.0,0.15384615384615385,0.07692307692307693,0.3076923076923077,0.6923076923076923,0.15384615384615385,0.07692307692307693,0.0,3.230769230769231,0.9230769230769231,0.5384615384615384,0.0,0.0,0.07692307692307693,0.8461538461538461,11
2,4791.0,958.2,12.6,63.0,96.2,0.8,4.0,0.8,4.0,0.8,0.8,4.0,0.8,0.8,19882.4,2.091097262889587,63091.6,131.9558246674408,1332.6,5,0.4,2.0,197.0,39.4,871.6,394.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,3.6,1.0,0.0,0.0,0.0,0.2,2.2,11
3,20274.0,1013.7,14.25,285.0,99.45,0.15,3.0,0.1,4.0,0.2,0.2,23.0,1.15,0.95,24993.65,0.9225379937595246,49640.4,28.712771505096196,2776.9,20,0.05,1.0,499.0,24.95,1314.65,1265.0,0.2,0.15,0.2,0.1,0.1,0.6,0.15,0.0,0.35,4.3,0.95,0.55,0.0,0.0,0.05,0.55,11
2,12011.0,800.7333333333333,13.333333333333334,200.0,90.86666666666666,0.6,9.0,0.5333333333333333,7.0,0.4666666666666667,0.4666666666666667,32.0,2.1333333333333333,1.0,21028.533333333333,0.917868793956274,316242.13333333336,829.6152664962301,1191.9333333333334,15,0.06666666666666667,1.0,151.0,10.066666666666666,1286.2666666666667,181439.0,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.2,0.8666666666666667,0.2,0.06666666666666667,0.26666666666666666,2.066666666666667,0.8666666666666667,0.2,0.0,0.0,0.06666666666666667,0.7333333333333333,11
11,23200.0,594.8717948717949,18.205128205128204,710.0,107.46153846153847,0.15384615384615385,6.0,0.1282051282051282,4.0,0.10256410256410256,0.10256410256410256,44.0,1.1282051282051282,0.9743589743589743,13237.76923076923,0.6189454928588105,397787.2051282051,387.34263550843303,2407.4358974358975,39,0.05128205128205128,2.0,1790.0,45.8974358974359,1241.6923076923076,3943.0,0.02564102564102564,0.02564102564102564,0.1282051282051282,0.1794871794871795,0.10256410256410256,0.6923076923076923,0.20512820512820512,0.1794871794871795,0.48717948717948717,2.9743589743589745,0.6410256410256411,0.48717948717948717,0.02564102564102564,0.0,0.02564102564102564,0.28205128205128205,11
9,13172.0,658.6,17.3,346.0,120.6,0.8,16.0,0.25,10.0,0.5,0.5,25.0,1.25,0.95,19329.2,0.8768113278605822,282784.6,298.6157283584325,2208.3,20,0.05,1.0,238.0,11.9,1238.4,42186.0,0.1,0.05,0.0,0.15,0.2,0.75,0.2,0.65,0.2,5.2,1.0,0.45,0.0,0.05,0.05,0.55,11
2,14157.0,2831.4,15.6,78.0,109.4,2.0,10.0,0.8,3.0,0.6,0.6,4.0,0.8,0.8,39355.6,1.847525538725455,255832.8,666.1177722307463,2535.2,5,0.2,1.0,121.0,24.2,1976.6,491.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,3.8,1.0,0.2,0.0,0.0,0.2,2.2,11
2,10007.0,1000.7,14.3,143.0,105.1,0.5,5.0,0.4,3.0,0.3,0.3,12.0,1.2,0.9,15107.7,1.2335974712914766,201601.8,70.39437516623103,4471.6,10,0.2,2.0,188.0,18.8,1430.0,10639.0,0.0,0.0,0.2,0.4,0.0,1.0,0.3,0.4,0.2,3.6,0.9,0.3,0.1,0.0,0.1,1.1,11
3,7362.0,566.3076923076923,10.76923076923077,140.0,73.0,0.07692307692307693,1.0,0.07692307692307693,3.0,0.23076923076923078,0.23076923076923078,15.0,1.1538461538461537,0.9230769230769231,15817.76923076923,0.5902848686082365,65217.0,142.13884411053613,2127.3846153846152,13,0.07692307692307693,1.0,123.0,9.461538461538462,982.6153846153846,28824.0,0.0,0.0,0.07692307692307693,0.23076923076923078,0.15384615384615385,0.6153846153846154,0.23076923076923078,0.15384615384615385,0.23076923076923078,2.5384615384615383,0.7692307692307693,0.5384615384615384,0.07692307692307693,0.0,0.07692307692307693,0.8461538461538461,11
4,13967.0,698.35,16.55,331.0,110.6,0.3,6.0,0.3,6.0,0.3,0.25,21.0,1.05,0.95,14703.75,0.6851363809924828,237288.55,621.942119750702,676.65,20,0.05,1.0,277.0,13.85,1143.25,10209.0,0.05,0.05,0.2,0.05,0.2,0.7,0.25,0.05,0.55,4.05,0.95,0.5,0.0,0.05,0.05,0.55,11
10,11855.0,740.9375,13.125,210.0,100.0625,0.25,4.0,0.125,0.0,0.0,0.0,43.0,2.6875,1.0,47448.4375,1.1186787418694697,1418.75,2.314089434870162,3317.6875,16,0.0,0.0,156.0,9.75,1089.375,11049.0,0.4375,0.0625,0.0625,0.0,0.0625,0.75,0.4375,0.25,0.4375,2.5625,0.875,0.5625,0.0,0.0,0.0625,0.6875,11
9,14878.0,646.8695652173913,19.47826086956522,448.0,123.43478260869566,0.43478260869565216,10.0,0.30434782608695654,1.0,0.043478260869565216,0.043478260869565216,38.0,1.6521739130434783,1.0,13517.0,1.0008573143185961,313299.0869565217,615.9691240118218,3496.3478260869565,23,0.043478260869565216,1.0,176.0,7.6521739130434785,1809.1739130434783,54728.0,0.043478260869565216,0.043478260869565216,0.0,0.13043478260869565,0.043478260869565216,0.391304347826087,0.5217391304347826,0.13043478260869565,1.1304347826086956,4.782608695652174,1.0,0.6521739130434783,0.0,0.0,0.043478260869565216,0.4782608695652174,11
4,14890.0,1145.3846153846155,16.384615384615383,213.0,109.15384615384616,0.07692307692307693,1.0,0.07692307692307693,3.0,0.23076923076923078,0.23076923076923078,20.0,1.5384615384615385,0.9230769230769231,16411.076923076922,1.286128985123215,997893.3076923077,331683.5146580095,370.6923076923077,13,0.15384615384615385,2.0,1263.0,97.15384615384616,1585.5384615384614,17975.0,0.0,0.0,0.0,0.3076923076923077,0.07692307692307693,0.5384615384615384,0.15384615384615385,0.0,0.38461538461538464,5.0,1.0,0.7692307692307693,0.0,0.0,0.07692307692307693,0.8461538461538461,11
2,4191.0,465.6666666666667,11.666666666666666,105.0,78.77777777777777,0.3333333333333333,3.0,0.2222222222222222,2.0,0.2222222222222222,0.2222222222222222,8.0,0.8888888888888888,0.8888888888888888,36857.555555555555,1.0360632152793914,1633963.0,1702.4192881994738,2015.3333333333333,9,0.1111111111111111,1.0,165.0,18.333333333333332,1266.7777777777778,4385.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.3333333333333333,2.6666666666666665,0.7777777777777778,0.2222222222222222,0.0,0.0,0.1111111111111111,1.2222222222222223,11
3,40692.0,1937.7142857142858,11.904761904761905,250.0,82.95238095238095,0.47619047619047616,10.0,0.38095238095238093,6.0,0.2857142857142857,0.2857142857142857,29.0,1.380952380952381,0.9523809523809523,29905.04761904762,1.2947798396289851,269306.04761904763,274.4255668336616,6293.047619047619,21,0.09523809523809523,2.0,106.0,5.0476190476190474,1442.5238095238096,5236.0,0.0,0.0,0.09523809523809523,0.19047619047619047,0.047619047619047616,0.6666666666666666,0.09523809523809523,0.0,0.2857142857142857,2.8095238095238093,1.0,0.23809523809523808,0.0,0.0,0.047619047619047616,0.5238095238095238,11
4,22495.0,1022.5,15.136363636363637,333.0,112.22727272727273,0.2727272727272727,6.0,0.22727272727272727,4.0,0.18181818181818182,0.18181818181818182,55.0,2.5,0.9090909090909091,32331.727272727272,1.529357448593943,1186792.5909090908,395149.07350224763,8988.59090909091,22,0.09090909090909091,2.0,685.0,31.136363636363637,1585.7272727272727,38624.0,0.0,0.0,0.0,0.13636363636363635,0.09090909090909091,0.6363636363636364,0.45454545454545453,0.045454545454545456,0.22727272727272727,4.0,1.0,0.45454545454545453,0.0,0.045454545454545456,0.045454545454545456,0.5,11
4,8691.0,543.1875,14.6875,235.0,98.5,0.375,6.0,0.125,3.0,0.1875,0.1875,22.0,1.375,0.9375,10607.625,0.8958311846094449,87040.6875,14369.811321311101,1430.3125,16,0.0625,1.0,259.0,16.1875,1090.8125,1406.0,0.0,0.0,0.0625,0.375,0.1875,0.625,0.4375,0.125,0.4375,4.75,1.0,0.625,0.0,0.0625,0.0625,0.6875,11
15,23526.0,490.125,15.270833333333334,733.0,96.95833333333333,0.16666666666666666,8.0,0.14583333333333334,0.0,0.0,0.0,105.0,2.1875,0.9791666666666666,9961.666666666666,0.44803864405097976,29669.0,4790.001994145927,1464.3125,48,0.020833333333333332,1.0,530.0,11.041666666666666,940.4375,4385.0,0.125,0.125,0.0,0.14583333333333334,0.16666666666666666,0.5208333333333334,0.4166666666666667,0.1875,0.5,3.2708333333333335,0.9583333333333334,0.5625,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.22916666666666666,11
2,8252.0,825.2,14.1,141.0,106.2,0.9,9.0,0.3,4.0,0.4,0.3,13.0,1.3,0.9,22045.6,1.1019008854465002,565441.3,638.3809720902201,2424.7,10,0.1,1.0,112.0,11.2,1041.7,19964.0,0.0,0.0,0.3,0.1,0.2,0.7,0.3,0.1,0.2,3.9,1.0,0.4,0.0,0.0,0.1,1.1,11
10,18258.0,652.0714285714286,16.178571428571427,453.0,108.21428571428571,0.25,7.0,0.17857142857142858,0.0,0.0,0.0,72.0,2.5714285714285716,0.9642857142857143,6610.571428571428,0.5921693407134448,1277.9642857142858,1.9278428962632768,2692.3928571428573,28,0.0,0.0,181.0,6.464285714285714,871.0357142857143,13509.0,0.0,0.0,0.03571428571428571,0.25,0.17857142857142858,0.5,0.17857142857142858,0.32142857142857145,0.5714285714285714,4.535714285714286,1.0,0.6785714285714286,0.07142857142857142,0.0,0.03571428571428571,0.39285714285714285,11
3,14539.0,2423.1666666666665,14.333333333333334,86.0,106.5,0.8333333333333334,5.0,0.5,0.0,0.0,0.0,6.0,1.0,0.8333333333333334,64163.666666666664,2.0940762878547985,18191.0,14.668282300510809,36427.166666666664,6,0.3333333333333333,2.0,112.0,18.666666666666668,1068.5,2369.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,1.0,0.3333333333333333,0.0,0.0,2.1666666666666665,1.0,0.3333333333333333,0.0,0.0,0.16666666666666666,1.8333333333333333,11
3,44865.0,3451.153846153846,11.153846153846153,145.0,90.07692307692308,0.23076923076923078,3.0,0.23076923076923078,3.0,0.23076923076923078,0.23076923076923078,22.0,1.6923076923076923,0.9230769230769231,18557.153846153848,1.0652785801935818,9443.384615384615,6.204131645419745,2284.076923076923,13,0.07692307692307693,1.0,473.0,36.38461538461539,1035.3846153846155,40658.0,0.0,0.0,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.6923076923076923,0.0,0.0,0.3076923076923077,3.076923076923077,0.9230769230769231,0.38461538461538464,0.0,0.0,0.07692307692307693,0.8461538461538461,11
9,37080.0,1123.6363636363637,6.757575757575758,223.0,45.18181818181818,0.030303030303030304,1.0,0.030303030303030304,0.0,0.0,0.0,51.0,1.5454545454545454,0.9696969696969697,65472.63636363636,1.3480350509741628,18903.272727272728,13.89225157971013,8383.212121212122,33,0.0,0.0,1528.0,46.303030303030305,724.7272727272727,4150.0,0.21212121212121213,0.09090909090909091,0.0,0.12121212121212122,0.0,0.30303030303030304,0.42424242424242425,0.15151515151515152,0.06060606060606061,1.5757575757575757,1.0,0.21212121212121213,0.0,0.0,0.030303030303030304,0.3333333333333333,11
